,make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price (Rs.)
2224,Toyota, Hiace,2015,Automatic,Petrol,2000,85000,10290000
2226,Toyota, Premio,2013,Automatic,Petrol,1500,67000,10100000
2229,Toyota, Vitz,2007,Automatic,Petrol,1000,84000,4425000
2231,Toyota, Aqua,2014,Automatic,Petrol,1500,87000,6800000
2232,Toyota, Aqua,2017,Automatic,Petrol,1500,41000,7990000
2233,Toyota, Hiace,2013,Automatic,Petrol,2000,105000,10250000
2234,Toyota, Allion,2013,Automatic,Petrol,1500,94000,9450000
2235,Toyota, Belta,2009,Automatic,Petrol,1000,100000,5500000
2236,Toyota, Noah,2002,Automatic,Diesel,1000,150000,6850000
2238,Toyota, Corolla,2005,Manual,Petrol,1500,131000,5200000
2240,Toyota, Passo,2009,Automatic,Petrol,1000,90000,4050000
2241,Toyota, Prius,2012,Automatic,Petrol,1790,130000,7000000
2242,Toyota, Axio,2009,Automatic,Petrol,1500,162000,6500000
2243,Toyota, Dolphin,2003,Manual,Diesel,2800,280000,6100000
2248,Toyota, Premio,2013,Automatic,Petrol,1490,115000,9850000
2249,Toyota, KDH,2011,Automatic,Diesel,2835,300000,8750000
2250,Toyota, CHR,2017,Automatic,Petrol,1200,22000,10300000
2251,Toyota, Rush,2007,Automatic,Petrol,1500,90400,6350000
2252,Toyota, Axio,2015,Automatic,Petrol,1500,84000,7500000
2253,Toyota, Prius,2014,Automatic,Petrol,1790,79000,8000000
2254,Toyota, PREMIO,2013,Automatic,Petrol,1500,85000,10890000
2256,Toyota, Vitz,2006,Automatic,Petrol,1000,109000,4050000
2257,Toyota, Aqua,2012,Automatic,Petrol,1500,110000,4500000
2258,Toyota, Prius,2013,Automatic,Petrol,1800,103500,7390000
2259,Toyota, Townace,2011,Automatic,Petrol,1500,101300,5700000
2262,Toyota, Allion,2002,Automatic,Petrol,1800,241000,5100000
2263,Toyota, Passo,2016,Automatic,Petrol,1000,36000,6450000
2264,Toyota, Corolla,2004,Automatic,Petrol,1500,179000,5800000
2265,Toyota, RAV4,2001,Automatic,Petrol,1990,113000,5450000
2266,Toyota, Vitz,2015,Automatic,Petrol,990,52000,5800000
2267,Toyota, Vitz,2017,Automatic,Petrol,1000,27000,6800000
2268,Toyota, KDH,2012,Automatic,Diesel,2990,180000,8450000
2270,Toyota, VEROSSA,2001,Automatic,Petrol,2000,114000,3700000
2271,Toyota, Kdh,2006,Manual,Petrol,2000,140000,6000000
2272,Toyota, Axio,2016,Automatic,Petrol,1990,130000,7500000
2273,Toyota, VITZ,2016,Automatic,Petrol,1000,48000,7850000
2274,Toyota, Coaster,2018,Automatic,Diesel,4000,300000,5950000
2275,Toyota, VITZ,2018,Automatic,Petrol,1000,35000,8600000
2276,Toyota, Vitz,2008,Automatic,Petrol,1000,106000,4775000
2277,Toyota, Corolla,2000,Automatic,Petrol,1300,1,2585000
2278,Toyota, Allion,2006,Automatic,Petrol,1500,110000,6600000
2279,Toyota, Axio,2015,Automatic,Petrol,15000,120000,7800000
2280,Toyota, Premio,2012,Automatic,Petrol,1500,67000,9850000
2281,Toyota, Axio,2016,Automatic,Petrol,1500,78000,9200000
2282,Toyota, Vitz,2017,Automatic,Petrol,1000,27000,6800000
2283,Toyota, Vitz,2015,Automatic,Petrol,1000,29000,6750000
2285,Toyota, VITZ,2016,Automatic,Petrol,1000,50000,7350000
2286,Toyota, Allion,2013,Automatic,Petrol,1500,80000,9950000
2287,Toyota, VITZ,2016,Automatic,Petrol,1000,48000,8150000
2289,Toyota, Vios,2003,Automatic,Petrol,1500,136000,3960000
2290,Toyota, Axio,2014,Automatic,Petrol,1500,73500,7300000
2291,Toyota, Aqua,2014,Automatic,Petrol,1500,59000,6500000
2292,Toyota, VITZ,2015,Automatic,Petrol,1000,55000,6950000
2295,Toyota, Corolla,2004,Manual,Petrol,1300,153900,4250000
2296,Toyota, Allion,2004,Automatic,Petrol,1500,18200,6075000
2297,Toyota, Axio,2013,Automatic,Petrol,1500,129,7250000
2299,Toyota, Passo,2018,Automatic,Petrol,1000,45000,6500000
2303,Toyota, Vitz,2009,Automatic,Petrol,1000,113000,4800000
2306,Toyota, Harrier,2008,Automatic,Petrol,2400,150000,8500000
2307,Toyota, Premio,2013,Automatic,Petrol,1500,115000,9800000
2313,Toyota, Vios,2003,Manual,Petrol,1500,129500,3600000
2314,Toyota, IST,2007,Automatic,Petrol,1499,110000,5975000
2315,Toyota, Vitz,2019,Automatic,Petrol,990,19500,8600000
2316,Toyota, Prius,2013,Automatic,Petrol,1800,120000,6950000
2317,Toyota, Passo,2011,Automatic,Petrol,1000,98500,3750000
2318,Toyota, KDH,2006,Automatic,Diesel,2490,175000,8500000
2319,Toyota, Aqua,2014,Automatic,Petrol,1500,108000,7490000
2320,Toyota, Axio,2015,Automatic,Petrol,1500,64000,8300000
2321,Toyota, KDH,2006,Automatic,Diesel,2500,310000,7650000
2322,Toyota, Harrier,2000,Automatic,Petrol,3000,148000,5200000
2324,Toyota, Hilux,2006,Automatic,Diesel,3000,169000,9600000
2326,Toyota, Allion,2013,Automatic,Petrol,1500,140000,8600000
2327,Toyota, Corolla,2003,Automatic,Petrol,1500,167500,4525000
2328,Toyota, Noah,2000,Automatic,Diesel,2130,141000,4850000
2329,Toyota, Axio,2016,Automatic,Petrol,1500,59000,8800000
2331,Toyota, Vitz,2006,Automatic,Petrol,1000,103000,4000000
2332,Toyota, Prius,2013,Automatic,Petrol,1500,145000,1295000
2334,Toyota, Corolla,2008,Automatic,Petrol,1600,135000,6200000
2335,Toyota, KDH,2005,Automatic,Diesel,2490,193000,8475000
2336,Toyota, Passo,2016,Automatic,Petrol,1000,63000,5550000
2337,Toyota, Aqua,2012,Automatic,Petrol,1500,104500,4675000
2338,Toyota, Dyna,2004,Manual,Diesel,2750,300000,2250000
2342,Toyota, Ist,2005,Automatic,Petrol,1,135000,4800000
2343,Toyota, Prius,2012,Automatic,Petrol,1800,170000,6500000
2344,Toyota, Vitz,2018,Automatic,Petrol,1000,16000,7650000
2346,Toyota, Prius,2013,Automatic,Petrol,1800,149600,7450000
2347,Toyota, Aqua,2015,Automatic,Petrol,1500,130000,6850000
2348,Toyota, KDH,2012,Automatic,Diesel,2500,155000,8275000
2349,Toyota, Harrier,2008,Automatic,Petrol,3500,120000,9725000
2350,Toyota, IST,2002,Automatic,Petrol,1300,174800,4150000
2351,Toyota, Prius,2012,Automatic,Petrol,1790,132000,6875000
2352,Toyota, Vitz,2015,Automatic,Petrol,1000,45000,6775000
2353,Toyota, VIOS,2005,Automatic,Petrol,1500,176000,4400000
2354,Toyota, Prius,2011,Automatic,Petrol,1800,92000,6250000
2355,Toyota, Prius,2013,Automatic,Petrol,1800,89000,7975000
2356,Toyota, Vios,2007,Automatic,Petrol,1500,110000,4525000
2358,Toyota, Prius,2008,Automatic,Petrol,1500,110000,4600000
2361,Toyota, AQUA,2012,Automatic,Petrol,1500,153000,5190000
2362,Toyota, Rush,2007,Automatic,Petrol,1500,118258,5650000
2363,Toyota, Allion,2013,Automatic,Petrol,1500,101000,10900000
2364,Toyota, Vitz,2018,Automatic,Petrol,1000,32510,7850000
2368,Toyota, Allion,2007,Automatic,Petrol,1500,188000,6550000
2370,Toyota, Corolla,2003,Automatic,Petrol,1500,223000,4750000
2371,Toyota, Premio,2013,Automatic,Petrol,1500,90000,9680000
2372,Toyota, Wigo,2017,Automatic,Petrol,1000,39500,5100000
2373,Toyota, Kdh,2007,Manual,Diesel,2500,198000,7250000
2374,Toyota, Kdh,2007,Manual,Diesel,2500,198000,7250000
2376,Toyota, Vitz,2007,Automatic,Petrol,1000,62800,4560000
2377,Toyota, Axio,2015,Automatic,Petrol,1500,92000,8700000
2379,Toyota, Axio,2014,Automatic,Petrol,1490,84000,7490000
2385,Toyota, Aqua,2013,Automatic,Petrol,1500,77000,5750000
2387,Toyota, Vitz,2015,Automatic,Petrol,1000,27000,5800000
2388,Toyota, Pixis,2015,Automatic,Petrol,650,115000,4400000
2389,Toyota, Vitz,2018,Automatic,Petrol,1000,65000,7300000
2390,Toyota, Allion,2007,Automatic,Petrol,1500,140000,6750000
2392,Toyota, Coaster,2010,Automatic,Diesel,4125,96521,7725000
2393,Toyota, Premio,2005,Automatic,Petrol,1500,200000,5600000
2394,Toyota, Vitz,2009,Automatic,Petrol,1000,115000,5150000
2396,Toyota, Aqua,2013,Automatic,Petrol,1500,138000,5750000
2397,Toyota, Aqua,2013,Automatic,Petrol,1500,18500,6500000
2398,Toyota, Axio,2015,Automatic,Petrol,1450,117800,7500000
2399,Toyota, Dyna,2003,Manual,Diesel,2900,240582,3650000
2401,Toyota, Aqua,2014,Automatic,Petrol,1500,125000,6500000
2406,Toyota, Harrier,2006,Automatic,Petrol,3000,130000,6975000
2407,Toyota, Prius,2012,Automatic,Petrol,1800,96000,6890000
2408,Toyota, Corolla,2012,Manual,Diesel,2000,167000,6390000
2409,Toyota, Aqua,2013,Automatic,Petrol,1500,80000,5600000
2410,Toyota, Dyna,2003,Manual,Diesel,2980,215000,6600000
2412,Toyota, VITZ,2017,Automatic,Petrol,1000,50000,8200000
2413,Toyota, Aqua,2012,Automatic,Petrol,1500,112000,5800000
2414,Toyota, AQUA,2015,Automatic,Petrol,1496,86000,6700000
2416,Toyota, Vitz,2007,Automatic,Petrol,1000,125000,4550000
2418,Toyota, Axio,2011,Automatic,Petrol,1498,92000,7450000
2419,Toyota, Hilux,2008,Manual,Diesel,2500,102242,8670000
2424,Toyota, Axio,2013,Automatic,Petrol,1500,106000,7000000
2425,Toyota, AQUA,2016,Automatic,Petrol,1000,65000,6500000
2426,Toyota, Premio,2012,Automatic,Petrol,1500,97000,9400000
2427,Toyota, Vitz,2019,Automatic,Petrol,1000,5964,8500000
2428,Toyota, Prius,2009,Automatic,Petrol,1800,137800,5500000
2429,Toyota, Vitz,2009,Automatic,Petrol,990,77700,4770000
2430,Toyota, Prius,2015,Automatic,Petrol,1800,136000,8575000
2431,Toyota, Aqua,2016,Automatic,Petrol,1500,38000,7000000
2432,Toyota, Vitz,2015,Automatic,Petrol,1000,63000,5850000
2434,Toyota, IST,2007,Automatic,Petrol,1500,152000,6125000
2435,Toyota, Aqua,2013,Automatic,Petrol,1500,82000,6650000
2437,Toyota, Aqua,2014,Automatic,Petrol,1500,65000,7550000
2438,Toyota, Yaris,2011,Automatic,Petrol,1300,72000,5700000
2439,Toyota, Aqua,2013,Automatic,Petrol,1500,105000,5750000
2440,Toyota, Vitz,2015,Automatic,Petrol,1000,65000,6500000
2443,Toyota, Prius,2009,Automatic,Petrol,1800,155000,5700000
2444,Toyota, Aqua,2013,Automatic,Petrol,1500,107000,6250000
2445,Toyota, Dyna,2001,Manual,Diesel,4890,225000,3395000
2446,Toyota, Vitz,2007,Automatic,Petrol,1000,67000,4825000
2447,Toyota, Aqua,2012,Automatic,Petrol,1500,105000,5790000
2449,Toyota, Premio,2013,Automatic,Petrol,1500,112000,9650000
2452,Toyota, Vitz,2017,Automatic,Petrol,990,2000,7800000
2453,Toyota, Passo,2008,Automatic,Petrol,1500,106000,4275000
2455,Toyota, Vitz,2016,Automatic,Petrol,1000,43000,6500000
2456,Toyota, Vitz,2008,Automatic,Petrol,1000,110000,4975000
2459,Toyota, Ist,2002,Automatic,Petrol,1330,191000,3750000
2460,Toyota, Hilux,2009,Manual,Diesel,3000,196000,6200000
2462,Toyota, Aqua,2012,Automatic,Petrol,1500,152000,4800000
2463,Toyota, Rav4,2008,Automatic,Petrol,2400,92000,8650000
2466,Toyota, Prius,2010,Manual,Petrol,1500,110000,5495000
2468,Toyota, Vitz,2009,Automatic,Petrol,1000,108000,4850000
2469,Toyota, Aqua,2012,Automatic,Petrol,1500,1240000,5650000
2470,Toyota, Aqua,2012,Automatic,Petrol,1500,94000,5190000
2471,Toyota, Axio,2010,Automatic,Petrol,1500,160000,7500000
2472,Toyota, Vitz,2007,Automatic,Petrol,1000,95000,4375000
2473,Toyota, VITZ,2016,Automatic,Petrol,1000,38000,6350000
2475,Toyota, Axio,2010,Automatic,Petrol,1500,145000,7650000
2479,Toyota, Prius,2014,Automatic,Petrol,1800,96000,7200000
2481,Toyota, Axio,2014,Automatic,Petrol,1500,67000,7325000
2482,Toyota, Prius,2014,Automatic,Petrol,1800,101000,7800000
2483,Toyota, Passo,2018,Automatic,Petrol,1000,30000,6350000
2485,Toyota, Noah,2002,Automatic,Petrol,1780,120000,4400000
2486,Toyota, Noah,2002,Automatic,Petrol,1780,120000,4400000
2487,Toyota, Yaris,2007,Automatic,Petrol,1300,114400,5550000
2490,Toyota, Aqua,2015,Automatic,Petrol,1500,130000,5960000
2491,Toyota, Prius,2013,Automatic,Petrol,1790,142000,7400000
2493,Toyota, PRIUS,2012,Automatic,Petrol,1790,114000,7075000
2496,Toyota, Corolla,2008,Automatic,Petrol,1600,115000,5400000
2497,Toyota, Vitz,2016,Automatic,Petrol,1000,30000,6275000
2499,Toyota, Voxy,2014,Automatic,Petrol,1800,165000,10800000
2501,Toyota, PREMIO,2013,Automatic,Petrol,1500,72000,9590000
2502,Toyota, PREMIO,2013,Automatic,Petrol,1500,91000,10290000
2503,Toyota, Axio,2017,Automatic,Petrol,1500,74400,9450000
2506,Toyota, Belta,2008,Automatic,Petrol,1300,135000,7050000
2507,Toyota, Hilux,2009,Manual,Diesel,2500,186000,6690000
2512,Toyota, Aqua,2013,Automatic,Petrol,1500,76000,6375000
2513,Toyota, Ad,2000,Manual,Petrol,1000,12345,1050000
2514,Toyota, COROLLA,2001,Automatic,Petrol,1500,203000,4000000
2515,Toyota, Allion,2013,Automatic,Petrol,1800,115000,8850000
2517,Toyota, Belta,2011,Automatic,Petrol,1000,159850,6500000
2518,Toyota, Kdh,2007,Automatic,Diesel,2000,120000,9450000
2519,Toyota, Corolla,2005,Automatic,Petrol,1500,191000,5200000
2520,Toyota, Corolla,2003,Manual,Petrol,1300,270000,3890000
2521,Toyota, Vitz,2016,Automatic,Petrol,1000,40000,6800000
2522,Toyota, Prius,2013,Automatic,Petrol,1790,115000,7100000
2523,Toyota, Tipper,2002,Manual,Diesel,4100,111111,4300000
2524,Toyota, Axio,2016,Automatic,Petrol,1500,67000,10800000
2525,Toyota, Aqua,2015,Automatic,Petrol,1500,65000,7450000
2528,Toyota, Hilux,2007,Manual,Diesel,2500,328000,7500000
2532,Toyota, Prius,2014,Automatic,Petrol,1800,50000,5850000
2536,Toyota, Axio,2008,Automatic,Petrol,1500,72000,6850000
2537,Toyota, Aqua,2012,Automatic,Petrol,1500,117000,5295000
2538,Toyota, Aqua,2012,Automatic,Petrol,1500,97000,5230000
2540,Toyota, Aqua,2012,Automatic,Petrol,1500,93500,5195000
2543,Toyota, Roomy,2019,Automatic,Petrol,1500,26000,7475000
2545,Toyota, Corolla,2000,Automatic,Petrol,1490,1290000,4390000
2546,Toyota, Aqua,2012,Automatic,Petrol,1500,96500,4950000
2548,Toyota, Axio,2008,Automatic,Petrol,1500,110000,6500000
2549,Toyota, IST,2003,Automatic,Petrol,1300,126000,4250000
2551,Toyota, Vios,2003,Automatic,Petrol,1497,188000,3950000
2552,Toyota, Premio,2013,Automatic,Petrol,1500,105000,8750000
2555,Toyota, Vitz,2016,Automatic,Petrol,1000,62000,6900000
2556,Toyota, Corolla,2003,Automatic,Petrol,1,190000,5175000
2557,Toyota, Premio,2013,Automatic,Petrol,1490,82650,9350000
2560,Toyota, Vitz,2015,Automatic,Petrol,1000,70000,6000000
2562,Toyota, Aqua,2013,Automatic,Petrol,1500,115000,5850000
2563,Toyota, Noah,2002,Automatic,Diesel,2180,288000,5225000
2564,Toyota, Vitz,2015,Automatic,Petrol,1000,44000,6550000
2565,Toyota, KDH,2012,Manual,Diesel,2500,162000,9575000
2566,Toyota, Aqua,2012,Automatic,Petrol,1500,69000,5600000
2567,Toyota, Vitz,2007,Automatic,Petrol,1000,78000,4500000
2569,Toyota, Vitz,2007,Automatic,Petrol,1000,87350,4475000
2570,Toyota, Prius,2013,Automatic,Petrol,1790,135800,6775000
2571,Toyota, Axio,2007,Automatic,Petrol,1500,134000,6590000
2572,Toyota, BELTA,2008,Automatic,Petrol,1300,93986,6390000
2573,Toyota, Corolla,2008,Automatic,Petrol,1500,188000,2850000
2574,Toyota, Axio,2014,Automatic,Petrol,1490,130000,7800000
2576,Toyota, Axio,2015,Automatic,Petrol,1500,80000,8600000
2578,Toyota, Allion,2006,Automatic,Petrol,1500,200000,6500000
2581,Toyota, Carina,2000,Automatic,Petrol,1800,158000,4425000
2582,Toyota, Axio,2012,Manual,Petrol,1500,140000,8500000
2585,Toyota, Allion,2003,Automatic,Petrol,1490,157000,1490000
2586,Toyota, PREMIO,2010,Automatic,Petrol,1490,115000,9500000
2587,Toyota, Prius,2012,Automatic,Petrol,1800,220000,6200000
2589,Toyota, Vitz,2016,Automatic,Petrol,1000,24000,5950000
2590,Toyota, Allion,2007,Automatic,Petrol,1500,90808,7850000
2591,Toyota, Passo,2007,Automatic,Petrol,1000,109000,3790000
2592,Toyota, Vitz,2007,Automatic,Petrol,1300,96000,4575000
2593,Toyota, Axio,2014,Automatic,Petrol,1500,92000,7350000
2594,Toyota, Axio,2015,Automatic,Petrol,1500,75000,9350000
2595,Toyota, Allion,2007,Automatic,Petrol,1800,148000,7985000
2597,Toyota, Corolla,2001,Automatic,Petrol,1500,97000,4390000
2598,Toyota, Prius,2010,Automatic,Petrol,1800,215,5400000
2599,Toyota, KDH,2007,Automatic,Diesel,2500,220000,10250000
2602,Toyota, VITZ,2011,Automatic,Petrol,1000,56000,5560000
2604,Toyota, Vitz,2018,Automatic,Petrol,1000,40000,8600000
2605,Toyota, PRIUS,2012,Automatic,Petrol,1800,94000,6875000
2607,Toyota, HIACE,2007,Manual,Diesel,2500,180000,7750000
2608,Toyota, Yaris,2007,Automatic,Petrol,1300,106000,5250000
2611,Toyota, RAV4,2004,Automatic,Petrol,2000,149000,5275000
2612,Toyota, RAV4,2004,Automatic,Petrol,2000,149000,5275000
2613,Toyota, Vitz,2016,Automatic,Petrol,1000,42000,6750000
2614,Toyota, Vitz,2008,Automatic,Petrol,1000,170000,4790000
2615,Toyota, Axio,2016,Automatic,Petrol,1490,52000,8975000
2616,Toyota, Prius,2012,Automatic,Petrol,1800,138000,5600000
2617,Toyota, KDH,2015,Manual,Petrol,1990,67000,8000000
2619,Toyota, Axio,2014,Automatic,Petrol,1500,82100,8500000
2623,Toyota, DYNA,2001,Automatic,Diesel,4100,210000,2250000
2624,Toyota, Premio,2007,Automatic,Petrol,1490,1150000,8700000
2626,Toyota, Aqua,2013,Automatic,Petrol,1500,100000,6525000
2629,Toyota, Vitz,2001,Automatic,Petrol,1000,130000,3250000
2632,Toyota, Axio,2016,Automatic,Petrol,1500,113000,8950000
2636,Toyota, Aqua,2014,Automatic,Petrol,1500,107000,5650000
2637,Toyota, Belta,2007,Automatic,Petrol,1300,149000,5590000
2639,Toyota, Avanza,2011,Manual,Petrol,1500,78000,5200000
2640,Toyota, Vitz,2018,Automatic,Petrol,1000,24000,7390000
2641,Toyota, Axio,2014,Automatic,Petrol,1500,60000,6950000
2642,Toyota, Premio,2010,Automatic,Petrol,1499,130000,9000000
2643,Toyota, HIACE,2002,Automatic,Diesel,2980,222000,8895000
2644,Toyota, TANK,2019,Automatic,Petrol,1000,21000,8600000
2645,Toyota, AQUA,2014,Automatic,Petrol,1500,125000,6500000
2646,Toyota, Vios,2004,Automatic,Petrol,1500,1470000,4375000
2647,Toyota, Axio,2015,Automatic,Petrol,1500,112,9500000
2648,Toyota, Vitz,2007,Automatic,Petrol,1000,131000,4200000
2649,Toyota, Prius,2012,Automatic,Petrol,1800,147,7550000
2650,Toyota, Prius,2012,Automatic,Petrol,1800,160000,7800000
2652,Toyota, Corolla,2001,Automatic,Petrol,1500,203876,4750000
2653,Toyota, Vitz,2018,Automatic,Petrol,1000,36,7000000
2654,Toyota, Vitz,2017,Automatic,Petrol,1000,33000,7950000
2655,Toyota, KDH,2009,Manual,Petrol,1800,230000,7050000
2658,Toyota, PREMIO,2010,Automatic,Petrol,1500,111000,8850000
2659,Toyota, Vitz,2007,Automatic,Petrol,1300,150000,4600000
2660,Toyota, PREMIO,2015,Automatic,Petrol,1490,112000,10400000
2661,Toyota, VITZ,2016,Automatic,Petrol,1000,47000,6590000
2662,Toyota, Passo,2017,Automatic,Petrol,1300,36000,6050000
2663,Toyota, Premio,2014,Automatic,Petrol,1500,91500,9800000
2664,Toyota, Axio,2007,Automatic,Petrol,1500,101000,6250000
2666,Toyota, TownAce,2000,Automatic,Diesel,2000,354000,4850000
2668,Toyota, IST,2008,Automatic,Petrol,1500,134300,7500000
2669,Toyota, Prius,2013,Automatic,Petrol,1800,140000,6600000
2670,Toyota, Yaris,2007,Automatic,Petrol,1300,106000,5265000
2671,Toyota, Aqua,2014,Automatic,Petrol,1500,95000,5900000
2675,Toyota, Vitz,2017,Automatic,Petrol,1000,21000,7000000
2676,Toyota, Prius,2011,Automatic,Petrol,1800,103986,6300000
2677,Toyota, Corolla,2002,Manual,Petrol,1300,270000,3675000
2678,Toyota, Corolla,2001,Automatic,Petrol,1500,216700,4600000
2679,Toyota, Vitz,2016,Automatic,Petrol,1000,51000,6365000
2681,Toyota, Passo,2008,Automatic,Petrol,1000,120000,3700000
2683,Toyota, Allion,2007,Automatic,Petrol,1800,169000,8200000
2684,Toyota, Prius,2011,Automatic,Petrol,1800,170000,6150000
2685,Toyota, PREMIO,2010,Automatic,Petrol,1500,145000,9875000
2686,Toyota, Aqua,2014,Automatic,Petrol,1500,125000,5200000
2687,Toyota, Corolla,2001,Automatic,Petrol,1500,135000,4100000
2689,Toyota, VITZ,2007,Automatic,Petrol,1300,124000,4300000
2690,Toyota, PASSO,2016,Automatic,Petrol,1000,44000,7175000
2691,Toyota, VITZ,2016,Automatic,Petrol,1000,53000,7050000
2693,Toyota, KDH,2010,Automatic,Diesel,3000,245000,9500000
2694,Toyota, VITZ,2016,Automatic,Petrol,1000,50000,7650000
2696,Toyota, Corolla,2003,Automatic,Petrol,1500,190000,5200000
2697,Toyota, Vitz,2017,Automatic,Petrol,1000,24000,7550000
2699,Toyota, Vitz,2019,Automatic,Petrol,1000,28000,7750000
2701,Toyota, Axio,2014,Automatic,Petrol,1500,163000,7500000
2705,Toyota, Axio,2008,Automatic,Petrol,1490,104137,6500000
2706,Toyota, Vitz,2019,Automatic,Petrol,1000,30000,8500000
2707,Toyota, Yaris,2007,Automatic,Petrol,1300,169000,6000000
2709,Toyota, Avanza,2008,Manual,Petrol,1298,152000,3900000
2710,Toyota, CHR,2017,Automatic,Petrol,1200,63000,10300000
2711,Toyota, Axio,2008,Automatic,Petrol,1500,208000,6500000
2712,Toyota, Axio,2017,Automatic,Petrol,1500,54000,9700000
2713,Toyota, Axio,2013,Automatic,Petrol,1500,100000,7650000
2714,Toyota, Vitz,2008,Automatic,Petrol,1000,170000,4150000
2715,Toyota, Vitz,2015,Automatic,Petrol,1000,33000,6850000
2716,Toyota, Vitz,2018,Automatic,Petrol,1000,17000,7050000
2718,Toyota, TownAce,2000,Automatic,Petrol,1780,140000,4350000
2719,Toyota, Vitz,2017,Automatic,Petrol,990,58000,7600000
2721,Toyota, Premio,2011,Automatic,Petrol,1500,102000,8200000
2722,Toyota, Passo,2017,Automatic,Petrol,1000,24900,6250000
2724,Toyota, PRIUS,2012,Automatic,Petrol,1790,146500,6690000
2725,Toyota, Premio,2013,Automatic,Petrol,1490,97000,9500000
2726,Toyota, PASSO,2017,Automatic,Petrol,1000,18411,7690000
2727,Toyota, Premio,2010,Automatic,Petrol,1500,97000,8200000
2728,Toyota, Axio,2007,Automatic,Petrol,1500,112000,5575000
2730,Toyota, Aqua,2015,Automatic,Petrol,1500,44600,6450000
2731,Toyota, Axio,2010,Automatic,Petrol,1500,95000,7500000
2734,Toyota, Aqua,2015,Automatic,Petrol,1500,64000,7950000
2735,Toyota, Land,2000,Manual,Diesel,3000,176000,9600000
2737,Toyota, Vios,2006,Automatic,Petrol,1500,22000,4600000
2739,Toyota, Prius,2011,Automatic,Petrol,1800,91000,6000000
2742,Toyota, Aqua,2014,Automatic,Petrol,1500,81000,6950000
2743,Toyota, Aqua,2013,Automatic,Petrol,1500,95000,6850000
2744,Toyota, Platz,2000,Automatic,Petrol,1500,1090000,3500000
2745,Toyota, Vitz,2016,Automatic,Petrol,1000,54258,5875000
2749,Toyota, Vitz,2016,Automatic,Petrol,1000,46500,6100000
2751,Toyota, Vitz,2018,Automatic,Petrol,1000,34000,7500000
2752,Toyota, Prius,2012,Automatic,Petrol,1500,110000,6300000
2754,Toyota, Land,2000,Manual,Diesel,3000,250000,9000000
2756,Toyota, Corolla,2008,Automatic,Petrol,1600,22800,6875000
2760,Toyota, Axio,2015,Automatic,Petrol,1500,81000,8630000
2763,Toyota, Premio,2013,Automatic,Petrol,1500,86000,9150000
2765,Toyota, Aqua,2015,Automatic,Petrol,1500,87000,6650000
2766,Toyota, AXIO,2015,Automatic,Petrol,1490,71248,8490000
2768,Toyota, Prius,2013,Automatic,Petrol,1800,101000,6900000
2769,Toyota, Axio,2008,Automatic,Petrol,1500,107000,6145000
2770,Toyota, Vitz,2018,Automatic,Petrol,1000,40000,7500000
2771,Toyota, Prius,2008,Automatic,Petrol,1500,162000,4875000
2772,Toyota, Vitz,2012,Automatic,Petrol,1000,96000,4995000
2776,Toyota, Corolla,2003,Automatic,Petrol,1790,105000,4800000
2777,Toyota, Aqua,2012,Automatic,Petrol,1500,74000,5850000
2778,Toyota, Vitz,2017,Automatic,Petrol,1000,30250,7300000
2779,Toyota, Vitz,2015,Automatic,Petrol,1000,12400,6450000
2781,Toyota, PREMIO,2013,Automatic,Petrol,1500,89000,9600000
2784,Toyota, Allion,2003,Automatic,Petrol,1500,153000,5850000
2785,Toyota, Aqua,2013,Automatic,Petrol,1500,109000,4950000
2786,Toyota, Hilux,2007,Manual,Diesel,2500,131000,7850000
2788,Toyota, Harrier,2000,Automatic,Petrol,2160,158000,5290000
2789,Toyota, Prius,2013,Automatic,Petrol,1800,98000,6475000
2790,Toyota, Aqua,2012,Automatic,Petrol,1500,120000,6500000
2791,Toyota, Kdh,2009,Automatic,Diesel,3000,165000,9150000
2793,Toyota, Allion,2005,Automatic,Petrol,1500,110000,5990000
2794,Toyota, AQUA,2016,Automatic,Petrol,1490,123000,5825000
2795,Toyota, Aqua,2013,Automatic,Petrol,1500,88000,5490000
2796,Toyota, VITZ,2019,Automatic,Petrol,1000,34000,9300000
2797,Toyota, AQUA,2013,Automatic,Petrol,1500,113000,6350000
2798,Toyota, Vitz,2018,Automatic,Petrol,1000,40000,7800000
2799,Toyota, Axio,2015,Automatic,Petrol,1500,1,8975000
2803,Toyota, Axio,2008,Automatic,Petrol,1500,160000,4875000
2804,Toyota, Axio,2017,Automatic,Petrol,1500,72000,9850000
2805,Toyota, AQUA,2013,Automatic,Petrol,1500,95000,6200000
2808,Toyota, Axio,2016,Automatic,Petrol,1500,25000,9500000
2810,Toyota, Vitz,2015,Automatic,Petrol,1000,60000,5960000
2813,Toyota, Prius,2011,Automatic,Petrol,1800,120000,5950000
2814,Toyota, Vitz,2008,Automatic,Petrol,1000,97000,4985000
2816,Toyota, Vitz,2008,Automatic,Petrol,1000,108000,4850000
2818,Toyota, Vitz,2015,Automatic,Petrol,1000,43580,5985000
2819,Toyota, Aqua,2014,Automatic,Petrol,1500,76000,6000000
2821,Toyota, Passo,2017,Automatic,Petrol,1000,49000,5800000
2822,Toyota, Allion,2008,Automatic,Petrol,1500,180000,7200000
2825,Toyota, Axio,2014,Automatic,Petrol,15000,76700,7250000
2826,Toyota, Axio,2015,Automatic,Petrol,1500,77000,8125000
