,make,model,model_year,gear,fuel_type,engine_cc,mileage_km,price (Rs.)
4343,Toyota, Vitz,2017,Automatic,Petrol,1000,24000,8200000
4344,Toyota, Vitz,2017,Automatic,Petrol,990,24000,8200000
4345,Toyota, Corolla,2003,Automatic,Petrol,1500,162000,4900000
4346,Toyota, Prius,2007,Automatic,Petrol,1500,74000,4785000
4349,Toyota, Cami,2001,Automatic,Petrol,1300,98000,3950000
4350,Toyota, KDH,2007,Automatic,Diesel,3000,17000,9150000
4351,Toyota, Allion,2008,Automatic,Petrol,1500,181000,7800000
4352,Toyota, Aqua,2014,Automatic,Petrol,1500,71500,6350000
4356,Toyota, Belta,2007,Automatic,Petrol,1000,156930,4850000
4357,Toyota, Aqua,2012,Automatic,Petrol,1500,50000,5550000
4358,Toyota, Hilux,2006,Manual,Diesel,2500,155000,950000
4359,Toyota, Aqua,2013,Automatic,Petrol,1500,50000,6200000
4360,Toyota, Hilux,2007,Manual,Diesel,2500,118000,9150000
4361,Toyota, Hilux,2011,Manual,Diesel,2,134000,9200000
4363,Toyota, Vitz,2015,Automatic,Petrol,990,62400,6350000
4364,Toyota, Prius,2015,Automatic,Petrol,1800,122569,7735000
4365,Toyota, Prius,2012,Automatic,Petrol,1800,89000,8250000
4366,Toyota, AXIO,2014,Automatic,Petrol,1500,92000,7250000
4367,Toyota, Allion,2007,Automatic,Petrol,1500,78000,8450000
4368,Toyota, VITZ,2007,Automatic,Petrol,1000,220000,4550000
4369,Toyota, Passo,2010,Automatic,Petrol,1000,109000,4650000
4370,Toyota, Axio,2010,Automatic,Petrol,1500,101000,7300000
4371,Toyota, Passo,2007,Automatic,Petrol,1000,67000,4350000
4372,Toyota, Vitz,2019,Automatic,Petrol,1000,5600,8750000
4373,Toyota, Vitz,2015,Automatic,Petrol,1000,70000,6290000
4374,Toyota, KDH,2008,Automatic,Diesel,3000,265000,8275000
4375,Toyota, Aqua,2015,Automatic,Petrol,1500,76000,7525000
4376,Toyota, Corolla,2001,Automatic,Petrol,1500,195000,5150000
4377,Toyota, Dolphin,2000,Manual,Diesel,2980,197757,5600000
4381,Toyota, Vitz,2018,Automatic,Petrol,1000,30300,7800000
4382,Toyota, Kdh,2007,Automatic,Diesel,2500,200000,8950000
4383,Toyota, Aqua,2013,Automatic,Petrol,1500,79500,5750000
4384,Toyota, Aqua,2012,Automatic,Petrol,1500,69000,5650000
4385,Toyota, Passo,2007,Automatic,Petrol,1000,117000,4200000
4386,Toyota, Camry,2011,Automatic,Petrol,2300,101000,8250000
4387,Toyota, Aqua,2013,Automatic,Petrol,1500,70000,6350000
4390,Toyota, Corolla,2011,Automatic,Petrol,1500,120000,6900000
4391,Toyota, Allion,2004,Automatic,Petrol,1500,163000,6090000
4393,Toyota, KDH,2007,Manual,Diesel,2500,164000,8500000
4394,Toyota, Vios,2004,Automatic,Petrol,1500,160000,3975000
4395,Toyota, Aqua,2013,Automatic,Petrol,1500,108900,5750000
4396,Toyota, Allion,2007,Automatic,Petrol,1790,130000,7200000
4399,Toyota, Prius,2013,Automatic,Petrol,1790,89000,7025000
4400,Toyota, Belta,2009,Automatic,Petrol,1000,81500,5300000
4402,Toyota, KDH,2005,Automatic,Diesel,2500,160000,9325000
4403,Toyota, Axio,2015,Automatic,Petrol,1500,45000,8675000
4408,Toyota, Prius,2008,Automatic,Petrol,1500,227000,4600000
4409,Toyota, Axio,2015,Automatic,Petrol,1500,92000,8300000
4410,Toyota, Noah,2006,Automatic,Petrol,1800,126666,6490000
4411,Toyota, Axio,2015,Automatic,Petrol,1500,65600,8800000
4412,Toyota, Prius,2009,Automatic,Petrol,1800,148000,6450000
4413,Toyota, Vitz,2008,Automatic,Petrol,990,132000,5150000
4414,Toyota, Vitz,2019,Automatic,Petrol,1000,34000,9125000
4415,Toyota, Aqua,2012,Automatic,Petrol,1500,68000,6375000
4416,Toyota, Coaster,2007,Manual,Diesel,4000,83000,5900000
4417,Toyota, Axio,2008,Automatic,Petrol,1500,101296,6200000
4418,Toyota, Allion,2009,Automatic,Petrol,1500,82278,7950000
4419,Toyota, Corolla,2002,Automatic,Petrol,1300,126000,4200000
4420,Toyota, Vitz,2016,Automatic,Petrol,1000,41000,6700000
4421,Toyota, Aqua,2012,Automatic,Petrol,1500,90150,5950000
4422,Toyota, Vitz,2015,Automatic,Petrol,1000,62000,6500000
4423,Toyota, Prius,2015,Automatic,Petrol,1970,80000,9100000
4424,Toyota, Prius,2012,Automatic,Petrol,1800,139000,6500000
4425,Toyota, Prius,2013,Automatic,Petrol,1800,1234,7150000
4426,Toyota, Vitz,2016,Automatic,Petrol,1000,88000,6000000
4427,Toyota, Vitz,2016,Automatic,Petrol,1000,88000,6000000
4428,Toyota, Vios,2004,Automatic,Petrol,1500,174000,4450000
4429,Toyota, Axio,2007,Automatic,Petrol,1500,270,6250000
4430,Toyota, Axio,2010,Automatic,Petrol,1500,164000,7075000
4431,Toyota, Allion,2013,Automatic,Petrol,1500,82750,9800000
4433,Toyota, Axio,2015,Automatic,Petrol,1500,66700,8650000
4434,Toyota, Carina,2006,Automatic,Petrol,1500,215000,3000000
4435,Toyota, Vios,2004,Automatic,Petrol,1500,180000,4600000
4436,Toyota, Aqua,2015,Automatic,Petrol,1500,78000,7970000
4437,Toyota, Axio,2014,Automatic,Petrol,1490,19333,7700000
4440,Toyota, Corolla,2004,Manual,Petrol,1500,95000,4000000
4442,Toyota, Vitz,2015,Automatic,Petrol,1000,43000,6300000
4443,Toyota, KDH,2006,Automatic,Diesel,2500,210,8975000
4445,Toyota, Hilux,2007,Manual,Diesel,2568,167589,8700000
4447,Toyota, Allion,2008,Automatic,Petrol,1500,150000,7850000
4448,Toyota, Corolla,2008,Automatic,Petrol,1600,126000,6300000
4449,Toyota, Premio,2007,Automatic,Petrol,1500,90000,8650000
4450,Toyota, Prius,2013,Automatic,Petrol,1800,65801,7500000
4451,Toyota, Vitz,2019,Automatic,Petrol,1000,17000,8350000
4453,Toyota, Premio,2007,Automatic,Petrol,1500,130000,7600000
4454,Toyota, Axio,2010,Automatic,Petrol,1500,92000,7900000
4455,Toyota, COROLLA,2014,Automatic,Petrol,1490,82000,7450000
4456,Toyota, Allion,2004,Automatic,Petrol,1500,230000,7000000
4457,Toyota, Aqua,2015,Automatic,Petrol,1500,95000,6150000
4458,Toyota, Premio,2013,Automatic,Petrol,1500,131000,9450000
4459,Toyota, CR42,2001,Manual,Diesel,3,200000,5900000
4460,Toyota, Belta,2006,Automatic,Petrol,1000,99400,5050000
4463,Toyota, Prius,2016,Automatic,Petrol,1800,146000,9950000
4464,Toyota, Axio,2008,Automatic,Petrol,1500,173000,1234567
4465,Toyota, Vitz,2008,Automatic,Petrol,1000,107000,4950000
4466,Toyota, Belta,2008,Automatic,Petrol,1300,134000,5775000
4467,Toyota, Carina,2001,Manual,Petrol,1600,127000,5200000
4468,Toyota, Aqua,2012,Automatic,Petrol,1500,87000,5950000
4469,Toyota, Axio,2017,Automatic,Petrol,1500,67000,9900000
4472,Toyota, AQUA,2015,Automatic,Petrol,1500,85000,6200000
4473,Toyota, Vitz,2010,Automatic,Petrol,1300,90200,5390000
4475,Toyota, Vitz,2016,Automatic,Petrol,1000,49000,6200000
4476,Toyota, Axio,2007,Automatic,Petrol,1500,121500,7250000
4477,Toyota, Forklift,2012,Automatic,Diesel,3000,1500,1950000
4478,Toyota, Prius,2013,Automatic,Petrol,2500,144000,6600000
4480,Toyota, Passo,2007,Automatic,Petrol,1000,66185,3900000
4481,Toyota, Axio,2007,Automatic,Petrol,1490,167000,6710000
4482,Toyota, Axio,2016,Automatic,Petrol,1500,56000,10500000
4483,Toyota, Axio,2013,Automatic,Petrol,1490,107000,7395000
4489,Toyota, Corolla,2011,Automatic,Petrol,1600,105000,6800000
4490,Toyota, Axio,2015,Automatic,Petrol,1500,66000,8900000
4494,Toyota, Noah,2000,Automatic,Petrol,1790,68000,4650000
4496,Toyota, 110,2000,Automatic,Diesel,2000,310,2695000
4497,Toyota, Mark,2000,Automatic,Petrol,2000,240000,4325000
4498,Toyota, Axio,2007,Automatic,Petrol,1500,113320,6600000
4499,Toyota, Premio,2010,Automatic,Petrol,1500,140000,8150000
4502,Toyota, Prius,2010,Automatic,Petrol,1790,117000,5990000
4503,Toyota, Vitz,2000,Automatic,Petrol,1000,160000,3025000
4504,Toyota, Prius,2012,Automatic,Petrol,1800,174000,6790000
4507,Toyota, Vitz,2009,Automatic,Petrol,1000,72723,5235000
4508,Toyota, Aqua,2013,Automatic,Petrol,1500,99000,6925000
4509,Toyota, Axio,2014,Automatic,Petrol,1500,160000,6500000
4512,Toyota, Aqua,2015,Automatic,Petrol,1500,74820,6875000
4513,Toyota, Hiace,2000,Automatic,Diesel,3000,999,7000000
4515,Toyota, Rush,2008,Automatic,Petrol,1500,159000,6500000
4516,Toyota, Prius,2012,Automatic,Petrol,1800,137000,6850000
4517,Toyota, Prius,2011,Automatic,Petrol,1790,210000,6600000
4521,Toyota, IST,2007,Automatic,Petrol,1500,98000,6250000
4522,Toyota, Emperor,2007,Automatic,Diesel,2180,9999,4985000
4524,Toyota, Allion,2002,Automatic,Petrol,1,78500,4850000
4525,Toyota, Rav4,2004,Manual,Petrol,1998,91931,6250000
4526,Toyota, Corolla,2008,Automatic,Petrol,1590,145000,5500000
4527,Toyota, Corolla,2000,Manual,Petrol,1490,260459,2950000
4529,Toyota, Vitz,2019,Automatic,Petrol,1000,31000,9500000
4530,Toyota, Smart,2010,Manual,Diesel,3000,136000,5375000
4531,Toyota, Corolla,2015,Automatic,Petrol,1496,40881,9500000
4532,Toyota, Corolla,2013,Automatic,Petrol,1,137468,7485000
4533,Toyota, PREMIO,2014,Automatic,Petrol,1500,89000,10475000
4534,Toyota, Surf,2008,Automatic,Diesel,3000,180000,6300000
4536,Toyota, Prius,2012,Automatic,Petrol,1790,132000,7850000
4538,Toyota, Vitz,2007,Automatic,Petrol,1,130,4280000
4541,Toyota, AQUA,2012,Automatic,Petrol,1500,81000,5860000
4542,Toyota, Vitz,2010,Automatic,Petrol,1300,90200,5390000
4543,Toyota, PASSO,2017,Automatic,Petrol,1000,32000,7590000
4544,Toyota, Axio,2007,Automatic,Petrol,1500,100009,6500000
4545,Toyota, Passo,2017,Automatic,Petrol,1000,50000,6500000
4546,Toyota, Avanza,2013,Automatic,Petrol,1495,82200,7850000
4547,Toyota, Carina,2000,Automatic,Petrol,1500,196850,4490000
4548,Toyota, Vitz,2016,Automatic,Petrol,1000,44000,7900000
4549,Toyota, Aqua,2015,Automatic,Petrol,1500,72000,6250000
4550,Toyota, Allion,2008,Automatic,Petrol,1800,153000,7400000
4551,Toyota, Vitz,2016,Automatic,Petrol,1000,40000,1300000
4552,Toyota, Vitz,2018,Automatic,Petrol,1000,32000,7925000
4553,Toyota, Aqua,2012,Automatic,Petrol,1500,110000,6700000
4554,Toyota, Axio,2015,Automatic,Petrol,1500,55000,8575000
4555,Toyota, Aqua,2013,Automatic,Petrol,1500,82000,6970000
4556,Toyota, Allion,2010,Automatic,Petrol,1500,121000,9150000
4559,Toyota, VITZ,2015,Automatic,Petrol,1000,60000,6990000
4560,Toyota, Axio,2017,Automatic,Petrol,1500,69000,10000000
4561,Toyota, VITZ,2017,Automatic,Petrol,1000,40000,8250000
4563,Toyota, PREMIO,2010,Automatic,Petrol,1,198,8500000
4567,Toyota, PASSO,2017,Automatic,Petrol,1000,30000,7250000
4568,Toyota, Axio,2007,Automatic,Petrol,1500,130000,6250000
4569,Toyota, Allion,2007,Automatic,Petrol,1500,98000,7800000
4570,Toyota, Vitz,2016,Automatic,Petrol,1000,43000,6250000
4571,Toyota, Premio,2011,Automatic,Petrol,1500,144000,9200000
4572,Toyota, Aqua,2014,Automatic,Petrol,1500,89000,5290000
4573,Toyota, Prius,2011,Automatic,Petrol,1800,132690,6200000
4574,Toyota, Allion,2006,Automatic,Petrol,1500,149000,7400000
4575,Toyota, Allion,2006,Automatic,Petrol,1500,149000,7400000
4576,Toyota, Prius,2015,Automatic,Petrol,1799,110000,7850000
4577,Toyota, Coaster,2005,Manual,Diesel,4000,530000,6050000
4578,Toyota, Premio,2012,Automatic,Petrol,1500,130000,10500000
4579,Toyota, Premio,2007,Automatic,Petrol,1500,110000,7650000
4580,Toyota, Passo,2016,Automatic,Petrol,990,34500,8000000
4581,Toyota, KDH,2007,Manual,Diesel,2490,9,8200000
4582,Toyota, Kdh,2007,Automatic,Diesel,2500,92000,10200000
4585,Toyota, Vitz,2016,Automatic,Petrol,1000,54000,6750000
4588,Toyota, Vitz,2015,Automatic,Petrol,1000,49000,6750000
4590,Toyota, Aqua,2014,Automatic,Petrol,1500,97000,6240000
4593,Toyota, Prius,2007,Automatic,Petrol,1497,180000,5145000
4594,Toyota, Axio,2012,Automatic,Petrol,1490,83350,7300000
4595,Toyota, Vios,2003,Automatic,Petrol,1500,1140000,3950000
4596,Toyota, Passo,2008,Automatic,Petrol,1000,91000,3975000
4598,Toyota, Aqua,2014,Automatic,Petrol,1500,120000,5900000
4600,Toyota, KDH,2008,Automatic,Diesel,2980,185932,8860000
4601,Toyota, Premio,2002,Automatic,Petrol,1790,142000,5975000
4602,Toyota, Prius,2012,Automatic,Petrol,1790,66216,6250000
4603,Toyota, Rush,2007,Automatic,Petrol,1490,126000,6050000
4604,Toyota, Surf,2008,Automatic,Diesel,2982,86100,7300000
4605,Toyota, KDH,2008,Manual,Diesel,3000,131000,8250000
4608,Toyota, Vitz,2019,Automatic,Petrol,1000,5800,9850000
4609,Toyota, Vitz,2008,Automatic,Petrol,1000,71000,4950000
4610,Toyota, Vitz,2015,Automatic,Petrol,1000,60000,5990000
4611,Toyota, Aqua,2015,Automatic,Petrol,1500,88000,7650000
4613,Toyota, Axio,2014,Automatic,Petrol,1500,88000,7700000
4614,Toyota, PRIUS,2013,Automatic,Petrol,1800,200,8300000
4615,Toyota, Axio,2007,Automatic,Petrol,1500,145000,5990000
4618,Toyota, AQUA,2013,Automatic,Petrol,1500,91000,6390000
4620,Toyota, Vitz,2009,Automatic,Petrol,1000,1375000,5350000
4621,Toyota, Hilux,2006,Automatic,Diesel,3000,190000,10200000
4622,Toyota, Vitz,2015,Automatic,Petrol,990,34234,5995000
4624,Toyota, VITZ,2018,Automatic,Petrol,1000,48000,8475000
4626,Toyota, Allion,2003,Automatic,Petrol,1490,160000,5900000
4627,Toyota, Echo,2000,Manual,Petrol,1000,160000,2650000
4628,Toyota, Axio,2016,Automatic,Petrol,1500,75000,10500000
4629,Toyota, Axio,2015,Automatic,Petrol,1500,87000,7660000
4630,Toyota, AXIO,2007,Automatic,Petrol,1500,112000,6600000
4632,Toyota, PASSO,2005,Automatic,Petrol,1000,92000,3875000
4634,Toyota, Prius,2008,Automatic,Petrol,1700,166000,5175000
4637,Toyota, Corolla,2016,Automatic,Petrol,1500,70000,8100000
4638,Toyota, Axio,2008,Automatic,Petrol,1500,112000,6400000
4639,Toyota, Allion,2007,Automatic,Petrol,1500,139000,6750000
4640,Toyota, Roomy,2017,Automatic,Petrol,1000,18500,9800000
4641,Toyota, Vitz,2007,Automatic,Petrol,1000,120000,4400000
4642,Toyota, Yaris,2006,Automatic,Petrol,1300,200000,5000000
4644,Toyota, Axio,2013,Automatic,Petrol,1500,45200,7250000
4645,Toyota, Verossa,2001,Automatic,Petrol,2000,167000,3700000
4646,Toyota, KR42,2007,Automatic,Petrol,1780,117000,5650000
4648,Toyota, Axio,2008,Automatic,Petrol,1490,190000,6550000
4649,Toyota, Axio,2015,Automatic,Petrol,1500,140000,7500000
4651,Toyota, Vitz,2018,Automatic,Petrol,1320,10200,8800000
4653,Toyota, Coaster,2011,Automatic,Diesel,4000,155233,8000000
4654,Toyota, Vitz,2015,Automatic,Petrol,1000,78000,7200000
4656,Toyota, Aqua,2015,Automatic,Petrol,1500,55000,8760000
4658,Toyota, Aqua,2013,Automatic,Petrol,1500,145000,6200000
4659,Toyota, Allion,2002,Automatic,Petrol,1800,130000,5150000
4660,Toyota, Prius,2011,Automatic,Petrol,1800,131000,5900000
4662,Toyota, Prius,2011,Automatic,Petrol,1800,150000,6550000
4663,Toyota, Axio,2014,Automatic,Petrol,1490,113000,6950000
4665,Toyota, Corolla,2002,Automatic,Petrol,15000,125000,5000000
4667,Toyota, Vitz,2016,Automatic,Petrol,1000,51000,6975000
4668,Toyota, Prius,2007,Automatic,Petrol,1500,155000,4750000
4669,Toyota, Aqua,2015,Automatic,Petrol,1500,94000,7190000
4670,Toyota, Vitz,2018,Automatic,Petrol,1000,35000,8225000
4673,Toyota, Kdh,2007,Automatic,Diesel,2500,190000,10500000
4674,Toyota, Aqua,2013,Automatic,Petrol,1500,137000,6450000
4675,Toyota, Passo,2008,Automatic,Petrol,1000,112000,4150000
4676,Toyota, Vitz,2018,Automatic,Petrol,1000,1790,10200000
4679,Toyota, Aqua,2013,Automatic,Petrol,1500,97000,6150000
4680,Toyota, Corolla,2006,Automatic,Petrol,1497,158000,5450000
4682,Toyota, Aqua,2013,Automatic,Petrol,1500,100000,6550000
4683,Toyota, Allion,2007,Automatic,Petrol,1800,170000,7050000
4684,Toyota, Corolla,2003,Automatic,Petrol,1500,258000,5300000
4685,Toyota, Premio,2011,Automatic,Petrol,1500,118000,9800000
4686,Toyota, Aqua,2013,Automatic,Petrol,1500,61000,6350000
4688,Toyota, Harrier,2001,Automatic,Petrol,2900,194000,5575000
4689,Toyota, Allion,2013,Automatic,Petrol,1500,90000,9250000
4692,Toyota, Corolla,2001,Automatic,Petrol,1600,180000,2975000
4693,Toyota, Vitz,2016,Automatic,Petrol,1490,710000,6790000
4694,Toyota, Axio,2011,Automatic,Petrol,1500,77000,6500000
4696,Toyota, Premio,2013,Automatic,Petrol,1500,88974,9400000
4697,Toyota, Aqua,2014,Automatic,Petrol,1500,98000,6600000
4701,Toyota, Axio,2016,Automatic,Petrol,1500,79000,9700000
4702,Toyota, Axio,2008,Automatic,Petrol,1500,149000,6300000
4703,Toyota, Allion,2008,Automatic,Petrol,1500,148000,7900000
4704,Toyota, Vitz,2015,Automatic,Petrol,990,75000,6850000
4706,Toyota, Belta,2008,Automatic,Petrol,1300,120000,5850000
4708,Toyota, Allion,2003,Automatic,Petrol,1500,180000,5600000
4709,Toyota, Aqua,2013,Automatic,Petrol,1500,61000,6350000
4711,Toyota, Prius,2012,Automatic,Petrol,1790,127000,6250000
4712,Toyota, Aqua,2012,Automatic,Petrol,1500,88000,6380000
4713,Toyota, Vitz,2016,Automatic,Petrol,1000,55000,6500000
4714,Toyota, Premio,2010,Automatic,Petrol,1500,135000,8500000
4717,Toyota, Vitz,2009,Automatic,Petrol,1000,78200,5200000
4719,Toyota, TANK,2017,Automatic,Petrol,1000,36000,9890000
4721,Toyota, Axio,2014,Automatic,Petrol,1500,86000,7800000
4722,Toyota, Wigo,2017,Automatic,Petrol,1000,85625,5390000
4723,Toyota, Carina,2006,Automatic,Petrol,1500,198000,3550000
4724,Toyota, Axio,2015,Automatic,Petrol,1500,105000,7800000
4727,Toyota, Vitz,2017,Automatic,Petrol,990,46000,7880000
4728,Toyota, Vitz,2016,Automatic,Petrol,1000,49000,7550000
4731,Toyota, Prius,2013,Automatic,Petrol,1790,178000,7950000
4732,Toyota, Vios,2003,Manual,Petrol,1500,173000,3900000
4733,Toyota, Axio,2016,Automatic,Petrol,1500,86000,9900000
4734,Toyota, Aqua,2014,Automatic,Petrol,1500,155000,5990000
4735,Toyota, Double,2003,Manual,Diesel,2800,135000,7150000
4736,Toyota, Allion,2002,Automatic,Petrol,1790,270000,1425000
4737,Toyota, VITZ,2017,Automatic,Petrol,1000,24500,7400000
4738,Toyota, Axio,2015,Automatic,Petrol,1500,93000,8275000
4740,Toyota, VITZ,2008,Automatic,Petrol,1000,122000,4975000
4741,Toyota, Vitz,2019,Automatic,Petrol,1000,36000,9200000
4743,Toyota, Vitz,2016,Automatic,Petrol,1000,28000,7090000
4744,Toyota, Coaster,2009,Automatic,Diesel,4000,129000,6500000
4745,Toyota, Prius,2012,Automatic,Petrol,1790,141035,7500000
4746,Toyota, Corolla,2003,Manual,Petrol,1300,218403,4450000
4747,Toyota, Vitz,2015,Automatic,Petrol,1000,26000,7275000
4748,Toyota, Vitz,2008,Automatic,Petrol,1000,95000,5100000
4749,Toyota, Vitz,2016,Automatic,Petrol,1000,49000,6275000
4750,Toyota, Vitz,2015,Automatic,Petrol,1000,40700,5960000
4753,Toyota, Allion,2007,Automatic,Petrol,1500,106000,7500000
4754,Toyota, KDH,2011,Manual,Diesel,2500,182000,6895000
4755,Toyota, Hiace,2004,Automatic,Diesel,3000,160000,6450000
4756,Toyota, Vitz,2008,Automatic,Petrol,1000,93000,5375000
4757,Toyota, Vitz,2009,Automatic,Petrol,1000,118000,5250000
4758,Toyota, Corolla,2011,Automatic,Petrol,1600,105000,8000000
4759,Toyota, Vitz,2008,Automatic,Petrol,1000,1340000,4790000
4760,Toyota, Prius,2010,Automatic,Petrol,1800,98000,5975000
4761,Toyota, KDH,2011,Automatic,Petrol,2000,143000,8200000
4762,Toyota, Prius,2012,Automatic,Petrol,1800,118000,6990000
4763,Toyota, Allion,2003,Automatic,Petrol,1500,128000,6000000
4764,Toyota, Axio,2015,Automatic,Petrol,15000,80000,8500000
4765,Toyota, Vitz,2017,Automatic,Petrol,1000,38000,7600000
4766,Toyota, Vitz,2007,Automatic,Petrol,1000,101000,4300000
4768,Toyota, Prius,2013,Automatic,Petrol,1800,145000,7200000
4769,Toyota, KDH,2006,Automatic,Diesel,2490,210000,8750000
4771,Toyota, Vitz,2018,Automatic,Petrol,1000,16500,7400000
4772,Toyota, IST,2008,Automatic,Petrol,1500,145000,5640000
4773,Toyota, Aqua,2013,Automatic,Petrol,1500,105000,5600000
4775,Toyota, Noah,2004,Automatic,Petrol,1800,127000,5100000
4777,Toyota, Axio,2015,Automatic,Petrol,1500,70000,8600000
4779,Toyota, Axio,2007,Automatic,Petrol,1500,153000,6350000
4780,Toyota, Prius,2010,Automatic,Petrol,1800,116800,5600000
4781,Toyota, Allion,2007,Automatic,Petrol,1500,152000,7975000
4782,Toyota, Aqua,2014,Automatic,Petrol,1500,82000,6500000
4783,Toyota, Vitz,2007,Automatic,Petrol,1000,89000,4100000
4785,Toyota, Allion,2021,Automatic,Petrol,1800,230000,4850000
4786,Toyota, Prius,2013,Automatic,Petrol,1800,89000,6895000
4787,Toyota, Premio,2013,Automatic,Petrol,15000,82500,10700000
4789,Toyota, Prius,2010,Automatic,Petrol,1300,109000,6200000
4790,Toyota, Vitz,2017,Automatic,Petrol,1000,48000,6875000
4791,Toyota, Dyna,2000,Manual,Diesel,3,1111,2750000
4792,Toyota, Axio,2008,Automatic,Petrol,1490,183000,6000000
4793,Toyota, Vitz,2013,Automatic,Petrol,990,154000,5300000
4794,Toyota, Prius,2015,Automatic,Petrol,1800,112000,8800000
4795,Toyota, Camry,2011,Automatic,Petrol,2300,44400,10000000
4796,Toyota, Aqua,2014,Automatic,Petrol,1500,135000,6650000
4798,Toyota, VITZ,2016,Automatic,Petrol,1000,71000,6350000
4800,Toyota, Prius,2013,Automatic,Petrol,1800,96600,7950000
4801,Toyota, Aqua,2014,Automatic,Petrol,1500,88000,6500000
4802,Toyota, Platz,2000,Automatic,Petrol,1000,188000,2975000
4804,Toyota, Premio,2012,Automatic,Petrol,1500,95000,10500000
4805,Toyota, Prius,2013,Automatic,Petrol,1800,184000,7600000
4806,Toyota, Prius,2012,Automatic,Petrol,1800,160000,7000000
4807,Toyota, Axio,2017,Automatic,Petrol,1500,27000,9250000
4808,Toyota, Corolla,2005,Manual,Petrol,1300,116632,4500000
4809,Toyota, VITZ,2018,Automatic,Petrol,1000,35000,8600000
4811,Toyota, 121,2004,Automatic,Petrol,1500,123000,6300000
4812,Toyota, Corolla,2003,Manual,Petrol,1500,160,4300000
4813,Toyota, Aqua,2014,Automatic,Petrol,1500,88000,7300000
4814,Toyota, Aqua,2012,Automatic,Petrol,1500,86000,6300000
4815,Toyota, Carina,2000,Automatic,Petrol,1500,180000,4900000
4816,Toyota, Vitz,2000,Automatic,Petrol,1000,169570,3000000
4819,Toyota, Vitz,2016,Automatic,Petrol,1000,41000,6825000
4821,Toyota, Corolla,2006,Manual,Petrol,1300,144190,4800000
4822,Toyota, Land,2003,Manual,Petrol,2700,105000,9900000
4823,Toyota, Passo,2018,Automatic,Petrol,1000,18195,7000000
4825,Toyota, AXIO,2015,Automatic,Petrol,1490,80000,8500000
4826,Toyota, Prius,2011,Automatic,Petrol,1800,156000,6150000
4828,Toyota, Vios,2007,Automatic,Petrol,1500,138000,5575000
4830,Toyota, Aqua,2015,Automatic,Petrol,1500,91000,6890000
4833,Toyota, Axio,2017,Automatic,Petrol,1500,46000,10500000
4834,Toyota, Vitz,2008,Automatic,Petrol,1000,95000,5150000
4836,Toyota, Vitz,2016,Automatic,Petrol,1000,34000,7150000
4837,Toyota, Aqua,2013,Automatic,Petrol,1500,200000,6000000
4838,Toyota, Coaster,2009,Manual,Diesel,4100,115000,6200000
4839,Toyota, Aqua,2012,Automatic,Petrol,1500,89100,5775000
4840,Toyota, Prius,2012,Automatic,Petrol,1800,124000,6000000
4841,Toyota, Prius,2011,Automatic,Petrol,1350,67000,8900000
4842,Toyota, Axio,2011,Automatic,Petrol,1500,150000,8000000
4843,Toyota, Aqua,2015,Automatic,Petrol,1500,80000,7200000
4844,Toyota, Passo,2008,Automatic,Petrol,1000,94,4300000
4845,Toyota, Vitz,2015,Automatic,Petrol,990,58000,7250000
